rolename,path,policyname,policytype,effect,service,action,arn,principal
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,airflow,ListEnvironments,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,airflow,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,amplify,GetApp,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,amplify,GetBranch,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,amplify,ListApps,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,amplify,ListBranches,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,amplifyuibuilder,ExportThemes,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,amplifyuibuilder,GetTheme,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,amplifyuibuilder,ListThemes,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,BatchGetCollection,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,BatchGetLifecyclePolicy,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,BatchGetVpcEndpoint,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,GetAccessPolicy,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,GetSecurityConfig,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,GetSecurityPolicy,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,ListAccessPolicies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,ListCollections,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,ListLifecyclePolicies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,ListSecurityConfigs,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,ListSecurityPolicies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aoss,ListVpcEndpoints,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,app-integrations,GetEventIntegration,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,app-integrations,ListEventIntegrationAssociations,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,app-integrations,ListEventIntegrations,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,GetApplication,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,GetConfigurationProfile,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,GetDeployment,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,GetDeploymentStrategy,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,GetEnvironment,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,GetExtensionAssociation,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,GetHostedConfigurationVersion,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,ListApplications,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,ListConfigurationProfiles,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,ListDeployments,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,ListDeploymentStrategies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,ListEnvironments,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,ListExtensionAssociations,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,ListHostedConfigurationVersions,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appconfig,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appflow,DescribeConnectorProfiles,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appflow,DescribeFlow,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appflow,ListFlows,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appflow,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,application-autoscaling,DescribeScalableTargets,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,application-autoscaling,DescribeScalingPolicies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,DescribeGatewayRoute,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,DescribeMesh,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,DescribeRoute,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,DescribeVirtualGateway,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,DescribeVirtualNode,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,DescribeVirtualRouter,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,DescribeVirtualService,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,ListGatewayRoutes,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,ListMeshes,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,ListRoutes,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,ListVirtualGateways,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,ListVirtualNodes,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,ListVirtualRouters,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appmesh,ListVirtualServices,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,apprunner,DescribeService,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,apprunner,DescribeVpcConnector,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,apprunner,ListServices,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,apprunner,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,apprunner,ListVpcConnectors,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appstream,DescribeAppBlockBuilders,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appstream,DescribeApplications,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appstream,DescribeDirectoryConfigs,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appstream,DescribeFleets,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appstream,DescribeStacks,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appstream,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appsync,GetApiCache,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appsync,GetGraphqlApi,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,appsync,ListGraphqlApis,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aps,DescribeAlertManagerDefinition,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aps,DescribeLoggingConfiguration,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aps,ListRuleGroupsNamespaces,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,aps,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,athena,GetDataCatalog,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,athena,GetPreparedStatement,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,athena,GetWorkGroup,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,athena,ListDataCatalogs,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,athena,ListPreparedStatements,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,athena,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,athena,ListWorkGroups,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,auditmanager,GetAccountStatus,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,auditmanager,GetAssessment,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,auditmanager,ListAssessments,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling-plans,DescribeScalingPlanResources,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling-plans,DescribeScalingPlans,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling-plans,GetScalingPlanResourceForecastData,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling,DescribeAutoScalingGroups,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling,DescribeLaunchConfigurations,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling,DescribeLifecycleHooks,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling,DescribePolicies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling,DescribeScheduledActions,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling,DescribeTags,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,autoscaling,DescribeWarmPool,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup-gateway,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup-gateway,ListVirtualMachines,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,DescribeBackupVault,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,DescribeFramework,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,DescribeProtectedResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,DescribeRecoveryPoint,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,DescribeReportPlan,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,GetBackupPlan,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,GetBackupSelection,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,GetBackupVaultAccessPolicy,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,GetBackupVaultNotifications,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,GetRestoreTestingPlan,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,GetRestoreTestingSelection,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListBackupPlans,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListBackupSelections,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListBackupVaults,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListFrameworks,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListRecoveryPointsByBackupVault,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListReportPlans,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListRestoreTestingPlans,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListRestoreTestingSelections,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,backup,ListTags,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,batch,DescribeComputeEnvironments,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,batch,DescribeJobQueues,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,batch,DescribeSchedulingPolicies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,batch,ListSchedulingPolicies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,batch,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,billingconductor,ListAccountAssociations,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,billingconductor,ListBillingGroups,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,billingconductor,ListCustomLineItems,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,billingconductor,ListPricingPlans,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,billingconductor,ListPricingRules,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,billingconductor,ListPricingRulesAssociatedToPricingPlan,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,billingconductor,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,budgets,DescribeBudgetAction,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,budgets,DescribeBudgetActionsForAccount,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,budgets,DescribeBudgetActionsForBudget,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,budgets,ViewBudget,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cassandra,Select,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,ce,GetAnomalyMonitors,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,ce,GetAnomalySubscriptions,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloud9,DescribeEnvironmentMemberships,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloud9,DescribeEnvironments,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloud9,ListEnvironments,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloud9,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudformation,DescribeType,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudformation,ListStackResources,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudformation,ListStacks,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudformation,ListTypes,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudfront,GetFunction,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudfront,GetOriginAccessControl,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudfront,GetResponseHeadersPolicy,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudfront,ListDistributions,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudfront,ListFunctions,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudfront,ListOriginAccessControls,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudfront,ListResponseHeadersPolicies,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudfront,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudtrail,DescribeTrails,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudtrail,GetEventDataStore,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudtrail,GetEventSelectors,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudtrail,GetTrailStatus,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudtrail,ListEventDataStores,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudtrail,ListTags,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudtrail,ListTrails,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudwatch,DescribeAlarms,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudwatch,DescribeAlarmsForMetric,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudwatch,DescribeAnomalyDetectors,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudwatch,GetDashboard,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudwatch,GetMetricStream,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudwatch,ListDashboards,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudwatch,ListMetricStreams,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,cloudwatch,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeartifact,DescribeRepository,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeartifact,GetRepositoryPermissionsPolicy,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeartifact,ListDomains,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeartifact,ListPackages,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeartifact,ListPackageVersions,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeartifact,ListRepositories,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeartifact,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codebuild,BatchGetReportGroups,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codebuild,ListReportGroups,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codecommit,GetRepository,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codecommit,GetRepositoryTriggers,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codecommit,ListRepositories,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codecommit,ListTagsForResource,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codedeploy,GetDeploymentConfig,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeguru-profiler,DescribeProfilingGroup,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeguru-profiler,GetNotificationConfiguration,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeguru-profiler,GetPolicy,*,
AWSServiceRoleForConfig,/aws-service-role/config.amazonaws.com/,AWSConfigServiceRolePolicy,managed,Allow,codeguru-profiler,ListProfilingGroups,*,
